	entities.hashtags.0.text	entities.hashtags.1.text	retweet_count	text
2400			0.0	What doc new carrot soup
2401	WhyRelationshipsEnd		3.0	Its meant two people But people know count
2402			3.0	Meet someone new get attached get hurt move start
2403			0.0	If less follower Follow gain NOW
2404			46.0	El es el para la
2405			0.0	sou eu Bani
2406			44.0	e de
2407			9.0	Hi dah ni MENTION saya nak follow Thanks
2408	FuckingSwag		2.0	Hoe dag Twitter Over Capacity
2409	WorstSentences		183.0	We need talk
2411			300.0	Less love sex new girl ex sleep stress
2412			0.0	Locked
2416			0.0	I think Highlander
2419			0.0	Get The Money The Fame
2420			0.0	Thank much following Love
2421			0.0	en lo de mi con sea
2422			0.0	D M
2425	nofilter		0.0	Flint Town
2427			0.0	thank much You sweet
2428			0.0	yeah kind intense I glad time
2429			0.0	I video A combat
2430			0.0	de Y si la de
2431			0.0	en el parlamento
2434			0.0	Sorry pathetic tub hold mud hit crisis
2435			0.0	girl I work lost
2436			0.0	Love new new
2437			0.0	still saving u seat tomorrow night U better come
2438			0.0	YA
2440			0.0	Abbey
2441			0.0	weet
2443			0.0	carry bad dice game
2444			0.0	L idea di
2446			0.0	bela sen cam show Ya ben
2447	cancer		111.0	Cancer cancer take rejection well like indirect really want
2448			7.0	O dar
2450			19.0	de meio um coelho da
2453			28.0	music listen basically noise
2454			0.0	got everything booked better keep eye
2463			0.0	In hot water bottle already wrong
2464			0.0	My life moment
2466			0.0	soy padre mi mal diabetes mas
2470			0.0	Tech History Lesson Today Roentgen took first X ray
2474			0.0	Future headline idea following game bunch J J Walker lead O MITE
2475			0.0	u hot rapper need original make GET OFF OF IT come
2476			0.0	Dressing sailor I decided
2477	luckieststudent		0.0	Know student could help pay school Please
2478			0.0	te lo yo ya lo se es
2479			0.0	El en de para
2480			0.0	naik
2481			0.0	brown apocalypse literally horrible amazing
2482			0.0	si te registrate la te el link
2483	Creeping		0.0	Hanging car I roll Creeping
2484			0.0	ba P lama aft D
2485			0.0	Basta con la e solo tu che l
2486			0.0	J ne sur
2487			0.0	love D D
2488			0.0	Why hell know first place stupid
2489			0.0	de mode miss dis tu pour film
2490			0.0	en la
2491			0.0	yeah true maybe time
2493			0.0	My daily new new via
2498			0.0	ya I give days get messy
2499			0.0	need decent weekend
2500			0.0	I still last year bus station oclock
2501			0.0	We never ever getting back together
2502			0.0	mal told gag evil Saw three days ago election night Get times man
2503			5.0	If listen band wear merch
2504			0.0	Mi un
2505			0.0	Epic journey
2506			59.0	three year contract worth mill per season club option th
2507			2.0	Please hold balloon release Not litter even stay mon
2508			1.0	La es
2510			1.0	Me ha un de de M O A B en Piazza
2512			1.0	Yo mi es hay con lo es
2513			0.0	To screw
2514			0.0	Me en lo mi te
2516			0.0	mu
2518			0.0	Do charge hour If may already know
2519			0.0	Shining Star feat
2521	Quote		0.0	If mind conceive heart believe I know I achieve Quote
2522			0.0	Dit hoe erg het zo n kan
2523			0.0	I know know good times place eu
2524			0.0	My dad family
2527			0.0	USE TO BE THE GIRL
2528			0.0	best
2529			0.0	I want travel man
2531			0.0	Dogs Naturally Magazine On
2532			0.0	Aku ni
2533			0.0	Jean Jacket
2534			0.0	pasan en en han de mi al creen P
2536	FAMAB		0.0	Fan Bronze
2538			0.0	What I
2539			0.0	ben bile D D
2541			0.0	Hay te
2542			0.0	Oh Presenter The One Show cold
2544			0.0	must
2545			0.0	girl
2547			0.0	C mi D
2549	dick	mas	0.0	dick new tele Hello nearly mas need
2550			0.0	afford
2551			0.0	em de ai
2553			0.0	Is true please tell I need know get one think
2555			0.0	hoi
2556			0.0	Advice spreading cost key data Reality Finance
2557			0.0	Any upcoming I aware Already know Exalted e W Witch Book
2558			0.0	hoy ni yo q q se ya el
2560			0.0	B A P Stop It Show Champion Comeback Stage via
2561	superstitionprobz		0.0	My eye like
2562			0.0	woy
2563	placement	thelittlethings	0.0	When ALL sleep placement
2564			0.0	unwanted supposed say x
2565			0.0	Ye ye
2566			0.0	Now talking weed SEND HELP I FEEL SO WEIRD HE JUST IT GRASS
2567	LoUnicoQueQuieroEs		0.0	se un
2569			0.0	If class th floor fat
2573			0.0	om
2574			0.0	Mi non
2575			0.0	To G O O D Music Video
2576			0.0	es malo lo malo es de un te te el
2579			0.0	person impossibly never sleep person skin pale white red hot person
2580	sisters	lunch	0.0	lunch lunch way tot
2581	NewB	UB	0.0	last night When I say God BUILDING
2583			0.0	approach Just Party class For inspiration see latest post
2586			0.0	met
2587			0.0	attack He love eye
2589			0.0	de
2590			0.0	D
2591			0.0	Am already
2592			0.0	si
2593			122.0	No school Yeah I cheat test listening
2594			907.0	te de lo de u
2595			248.0	e um
2596			0.0	alive
2597			0.0	There sacredness They r mark weakness power They overwhelming grief
2598			0.0	null
2599			26.0	NA E DE SACO DE
2600			1.0	dont hope get home put decent service
2605			3.0	Un de de Tommy
2607			0.0	hoy era vine al antes
2608			0.0	Quiz Em Harry Potter e Enigma Harry de se da
2610	almorsar		0.0	Ya q ya
2612			0.0	testa de
2613			0.0	No
2614			0.0	de em e q
2616			0.0	I girl get mascara mirror
2617			0.0	tu en crisis
2619			0.0	appreciate
2621			0.0	I legit busted laughing one I work thanks
2622			0.0	I video Flame Bowling Green Purple Anthem
2623			0.0	J la Week riches en l
2624			0.0	got fro like
2625			0.0	Oh bah non live
2626			1219.0	Jack Flash Dead Super High Tech
2627			1.0	la mi SOW
2628			0.0	Hey Em sissy needs take home
2629			16.0	I choosing ignore said
2630			254.0	al lo se ha en mi
2631			113.0	If cheat girl willing anything actually perfect girl
2632			2.0	I love tho
2633			0.0	Sen ya
2634			1.0	la se la
2636			0.0	My Wigger Bill On
2638			1.0	interesting Come see breaking dawn us next
2640	Virgos		72.0	keep calm collected lose
2646			0.0	There always one person school college get anyone
2647	LIGAMX		0.0	Se para en el en la tabla de individual de la
2648			0.0	Y al final mar un poco la
2649			0.0	The world cold bold men take action
2650	Chimarruts		0.0	eh e de de
2652	bütçeden30binşubatatamasıçıksın		0.0	bu de da
2653			0.0	live
2654			0.0	Ai
2655	teamfollow		0.0	Sum sum
2656			0.0	oh sick Feel better
2657			0.0	eu pro da
2658			0.0	pretty much said I ugly
2660			0.0	say money make act niggerish least rich
2661			0.0	mi
2662			0.0	Who Teen
2663			0.0	My daily new follower via
2664			0.0	Serious problem I remember hell I car last night
2665			0.0	Cutting hair short one best I made awhile
2666			0.0	Want season hurry
2667			0.0	rani
2668			0.0	If gum give know I hate
2669			0.0	si
2670			0.0	Thank follow
2672	TodoFãDeTVD		0.0	sabe Swift
2674			0.0	mum going get laid
2676			14.0	el al es de las de la de la
2678			15.0	x snapback dropping Fall
2679			1.0	Therefore LOT people gay marriage When start
2680			99.0	Summer bout winter
2681			3.0	Ich ich bin Land
2682			3.0	I need love
2683			1.0	Un en plus un bon
2684			1.0	Te yo ya
2686			0.0	Sore throat want go AWAY
2689			0.0	A e e anda e
2690			0.0	Just got phone sissy
2691			0.0	D still feature
2692			0.0	visto es el Earth las con flash
2693			0.0	I got
2694			0.0	B
2696			0.0	I twitter found
2697			0.0	l
2698			0.0	exactly
2700			0.0	A MAS NO TWITTER
2703			0.0	si
2705			0.0	Bet let ride Thinking road go kiss belly come right back
2708			0.0	The common purpose liturgical offer praise God nourish faith exhaust
2709	AlFin		0.0	Solo min mas Y mi D
2710			0.0	carte de elle Comment toi
2712			0.0	Cotton Silk Blend Blazer Loro
2713	Deus		0.0	eu em pro n agua n na ai ai q
2714			0.0	I late
2715			318.0	La fe
2716			29.0	E ae galera Restart Shop da choose de
2717	rt		12.0	ti e se io c
2718			2604.0	Soy tu la mil para bat
2719	Noticiales		112.0	son las en te las
2720			1.0	I hate girl I death I feel like I going puke
2721			1.0	han echo best teem Me
2722			2.0	Imagine someone looking right eye saying I love I would melt
2723	xmascountdown		0.0	hot Ask
2724	Noticiales		160.0	son las en te las
2725	Noticiales		160.0	son las en te las
2731			0.0	bonito
2732			0.0	manger
2734			0.0	All ever game
2735			0.0	Even though laughing gas quite trip
2736			0.0	I idea say
2739			0.0	hope ur x
2741			0.0	Suber ass sit
2743	neversaynever		0.0	u
2744			0.0	SOW
2746			0.0	Para lo total
2747			0.0	battery
2748			0.0	Si bien Tweet de la
2750			0.0	es genial es lo de el
2752			0.0	unfollowed today checked via
2753			0.0	I Hate Wen People Act Like Someone There Not Be You
2754			0.0	The best sur
2755			0.0	J ai
2756			0.0	eu mae se e mim
2757			31.0	It attitude way I
2758			0.0	incredible woman around You speak truth brother
2759			34.0	The poor currently depressing team
2760			0.0	Giving blood saving like real
2764			0.0	He needs mines I leave
2766			0.0	Holy Holy Holy Lord God Almighty
2767			0.0	tan soy
2769			0.0	mend broken heart might miss everything said
2770			0.0	Bitch u crazy
2771			0.0	I see
2772			0.0	Para
2774			0.0	Your jungle fever got rolling
2775			0.0	always next time
2776			0.0	cuss nose God forbid child big nose Love lots Ash wish best x
2777	neverending		0.0	I wish I mind set never comes
2778			0.0	un huh Follow She need
2779			0.0	de la
2780			0.0	te vas P
2783			0.0	el es de ya se
2784	منير		0.0	best best
2785			0.0	dying
2787			57.0	Just landed let celebrate tonight
2788			0.0	beni D
2789			0.0	dig took whole new meaning last
2791			0.0	ora antes n
2792			159.0	em e ser
2793	aids		0.0	city en
2794			4.0	ilk son rating bin
2795			1.0	maru
2796			149.0	Question Bacon Liquor Answer Bacon Liquor Liquor Bacon
2798			0.0	Laying ASS
2802	Cuddle	unfuckwitable	0.0	Cuddle wit winter I ya summer n via
2805			0.0	Ultra fatigue
2806			0.0	de message de la
2807			0.0	Se lo pa
2808			0.0	NO Me Te da en la de
2810			0.0	D NO
2811			0.0	Justice soon
2812			0.0	I want
2813			0.0	Am cold
2814			0.0	mal da
2815			0.0	gool
2816			0.0	Ya D si
2817			0.0	tau x
2819			0.0	I guess growing
2820	Dua		0.0	We Aim Strive become better May keep Us Strong
2821	music	metal	0.0	Video Pliable Foe music metal doom sludge
2822			0.0	go watch ye
2824			0.0	morgen man sorry man
2826			0.0	crazy
2827			0.0	de
2828			0.0	What day
2829			0.0	maybe thats none wag
2830			0.0	donee
2832	WEF		6.0	The water challenge
2833	nowplaying	trend	4256.0	Rory Lewis Band So Ugh LA We Born How We Born trend
2834			1.0	Government Sewn Shut Prison Self mutilation hunger striking raising h
2835			2.0	Super Storm Sandy Response Community
2837			1.0	Why ever give extra I thought make
2839	ilsorrisodikilla		1.0	nei
2840			29.0	de meio um coelho da
2841			1.0	Is true give good neck I never done life
2842			1.0	good luck handsome play heart tomorrow night Love
2843	DespiertaRiendo		236.0	Mi se llama Wi Fi se lo mi
2844	crazybitch		0.0	To girl singing biology homework library I education major I even
2846			4.0	cor de
2847			0.0	club
2849			0.0	Al en papa nog door
2850			0.0	Me lindo la de la de la lindo de O My Little Pony
2852			0.0	I know making everything class styling supposed done I give apply needs
2853			0.0	na legal
2854			0.0	j ai follow gens ta di si c bon
2855	oomf		0.0	smoke wit dont smoke
2856			0.0	wow
2857			0.0	Let leave em Topic closed good
2858			0.0	ni vas mover el piso
2859			0.0	Why name I like instant Smash I This stuff rancid like
2860			0.0	super gay
2862			0.0	baby amor Te
2863			0.0	das better
2864			0.0	e ta
2865			0.0	Vive la ne
2866	PASPRETDUTOUT		0.0	la video qua balancer cest tout comparer Subliminal dit c en ATTENDANT
2868			0.0	k
2869			0.0	actually hate school probably start trying get along
2871			1.0	Just got phone aunt today I curious health insurance I got minute
2872			236.0	vei
2873			0.0	Murphy Used Date
2874			7.0	Agua de en la se panorama
2875			0.0	If getting ready work next video want someone new hit QUALITY WORK
2876			0.0	If I end town tonight I consider tragedy
2877			0.0	el lunes
2878			2.0	Y dice la la la yo tan
2880			4.0	resistance town ras al near border al
2885			0.0	said like whole ether trolling
2886			0.0	Get Ur Track Today At
2889			0.0	es de lo
2891			0.0	color
2895			0.0	Well said Concise always better
2896			0.0	social media plan These guide
2898			0.0	per che ti
2899			0.0	k
2900			0.0	You would I
2902			0.0	thing
2903			0.0	na dos
2904			0.0	Lo io mi male che
2905			0.0	I told already form said discuss tomorrow When appointment
2907			0.0	wat
2908			0.0	na camera amor
2909			0.0	Obviously What else would P
2910			0.0	bitch use somebody else phone I got job u
2911			0.0	check
2912			0.0	eu mas eu
2913			0.0	starosta Si vas en ROSARIO el
2914			0.0	also love
2916			0.0	I Millionaire Bay Group D
2917			0.0	Jordan Raging Bull Inspired Sticker Laced Loosely
2918	TeamFollowBack	500ADAY	6.0	IF YOU Want ADAY ADAY
2919			0.0	thank
2920			1.0	via
2921			1537.0	Me I going rest Me Wakes th
2922			1.0	Non l quei due di
2923			6.0	year seem fetish looking floor
2924	hoesbactinup		0.0	seriously like true
2925	TranceFamily	ASOT	1.0	feat Ana Breathe Life In
2927			0.0	The th
2928			1.0	yo las mas
